iter	Passed	Remaining
379	20025	506971
380	20100	507470
381	20164	507703
382	20248	508433
383	20323	508924
384	20375	508854
385	20429	508827
386	20485	508848
387	20527	508529
388	20568	508178
389	20657	509017
390	20701	508748
391	20745	508467
392	20796	508368
393	20845	508239
394	20926	508866
395	20996	509219
396	21061	509450
397	21115	509420
398	21196	510033
399	21325	511820
400	21388	511992
401	21451	512162
402	21495	511879
403	21559	512081
404	21616	512134
405	21668	512048
406	21708	511668
407	21745	511226
408	21783	510825
409	21828	510583
410	21888	510670
411	21943	510662
412	21997	510625
413	22047	510506
414	22092	510264
415	22133	509933
416	22177	509645
417	22224	509472
418	22271	509266
419	22327	509277
420	22374	509089
421	22419	508837
422	22460	508521
423	22504	508252
424	22546	507951
425	22583	507548
426	22616	507040
427	22654	506646
428	22691	506254
429	22757	506485
430	22812	506490
431	22859	506306
432	22901	505996
433	22949	505833
434	22984	505398
435	23029	505175
436	23066	504774
437	23107	504453
438	23146	504115
439	23189	503844
440	23227	503466
441	23264	503072
442	23310	502880
443	23352	502596
444	23390	502230
445	23425	501801
446	23463	501447
447	23496	500977
448	23530	500524
449	23561	500034
450	23608	499865
451	23663	499858
452	23699	499470
453	23749	499373
454	23789	499056
455	23834	498855
456	23875	498567
457	23917	498301
458	23959	498036
459	23996	497673
460	24036	497361
461	24075	497031
462	24117	496779
463	24166	496658
464	24212	496477
465	24250	496152
466	24301	496071
467	24346	495881
468	24388	495614
469	24425	495271
470	24462	494907
471	24494	494466
472	24532	494133
473	24571	493814
474	24614	493582
475	24654	493293
476	24687	492870
477	24731	492654
478	24770	492356
479	24810	492079
480	24881	492398
481	24930	492304
482	24978	492179
483	25020	491931
484	25063	491708
485	25100	491367
486	25133	490957
487	25170	490618
488	25209	490317
489	25248	490020
490	25287	489732
491	25337	489651
492	25372	489288
493	25412	489007
494	25452	488739
495	25492	488474
496	25533	488210
497	25575	487980
498	25608	487593
499	25649	487346
500	25690	487087
501	25727	486775
502	25768	486532
503	25810	486311
504	25847	485980
505	25879	485565
506	25920	485339
507	25965	485161
508	26000	484818
509	26035	484463
510	26075	484205
511	26110	483860
512	26144	483490
513	26182	483203
514	26221	482938
515	26259	482637
516	26295	482328
517	26335	482068
518	26376	481835
519	26417	481605
520	26460	481425
521	26506	481289
522	26546	481030
523	26583	480730
524	26623	480493
525	26664	480270
526	26706	480060
527	26744	479774
528	26783	479524
529	26824	479299
530	26860	478979
531	26896	478679
532	26935	478420
533	26973	478146
534	27009	477849
535	27049	477604
536	27088	477359
537	27132	477183
538	27172	476963
539	27213	476732
540	27256	476553
541	27297	476344
542	27341	476181
543	27382	475965
544	27420	475707
545	27458	475436
546	27492	475104
547	27526	474782
548	27563	474512
549	27600	474234
550	27648	474145
551	27691	473973
552	27737	473842
553	27778	473640
554	27816	473377
555	27860	473234
556	27904	473080
557	27949	472944
558	27990	472731
559	28025	472431
560	28058	472087
561	28093	471799
562	28128	471486
563	28174	471373
564	28229	471401
565	28275	471299
566	28318	471118
567	28367	471068
568	28403	470775
569	28437	470470
570	28479	470278
571	28516	470025
572	28551	469729
573	28586	469435
574	28626	469223
575	28663	468958
576	28701	468717
577	28737	468450
578	28769	468111
579	28812	467951
580	28851	467730
581	28891	467529
582	28934	467376
583	28980	467268
584	29020	467055
585	29057	466804
586	29092	466516
587	29129	466263
588	29158	465899
589	29188	465536
590	29227	465309
591	29264	465070
592	29302	464837
593	29337	464563
594	29384	464470
595	29418	464186
596	29453	463901
597	29486	463593
598	29520	463305
599	29557	463070
600	29597	462866
601	29633	462614
602	29672	462414
603	29709	462177
604	29744	461907
605	29783	461689
606	29819	461445
607	29859	461253
608	29893	460969
609	29932	460761
610	29968	460510
611	30008	460333
612	30049	460155
613	30083	459882
614	30122	459674
615	30158	459420
616	30194	459174
617	30227	458897
618	30268	458726
619	30299	458398
620	30343	458272
621	30386	458144
622	30426	457958
623	30472	457863
624	30510	457650
625	30552	457513
626	30593	457346
627	30634	457177
628	30667	456893
629	30704	456663
630	30738	456396
631	30781	456265
632	30821	456094
633	30860	455900
634	30904	455784
635	30947	455647
636	30985	455445
637	31023	455232
638	31062	455051
639	31103	454889
640	31141	454684
641	31184	454552
642	31228	454442
643	31267	454250
644	31306	454071
645	31347	453912
646	31387	453738
647	31446	453837
648	31488	453697
649	31528	453527
650	31566	453319
651	31607	453165
652	31648	453017
653	31685	452801
654	31724	452616
655	31757	452349
656	31809	452348
657	31876	452569
658	31950	452878
659	32007	452954
660	32067	453067
661	32142	453393
662	32189	453319
663	32246	453393
664	32312	453583
665	32362	453559
666	32419	453623
667	32456	453422
668	32493	453202
669	32535	453074
670	32578	452939
671	32616	452743
672	32656	452580
673	32691	452349
674	32733	452212
675	32779	452123
676	32828	452081
677	32872	451966
678	32906	451731
679	32948	451594
680	32999	451575
681	33060	451698
682	33123	451849
683	33163	451687
684	33198	451456
685	33233	451222
686	33277	451110
687	33327	451079
688	33366	450911
689	33402	450689
690	33451	450653
691	33488	450448
692	33536	450393
693	33582	450313
694	33629	450242
695	33678	450212
696	33726	450155
697	33783	450224
698	33828	450132
699	33880	450125
700	33926	450051
701	33966	449890
702	34007	449746
703	34039	449480
704	34080	449331
705	34132	449335
706	34188	449387
707	34239	449368
708	34294	449412
709	34343	449371
710	34401	449443
711	34447	449371
712	34499	449364
713	34545	449279
714	34590	449187
715	34630	449033
716	34676	448956
717	34714	448777
718	34764	448751
719	34812	448699
720	34865	448707
721	34910	448611
722	34958	448560
723	34999	448414
724	35050	448402
725	35092	448277
726	35136	448175
727	35176	448021
728	35220	447915
729	35274	447939
730	35333	448027
731	35436	448663
732	35514	448991
733	35563	448957
734	35613	448919
735	35666	448936
736	35722	448979
737	35768	448896
738	35805	448711
739	35889	449100
740	35953	449249
741	35999	449164
742	36042	449047
743	36082	448897
744	36172	449362
745	36216	449256
746	36259	449144
747	36296	448952
748	36336	448796
749	36385	448758
750	36421	448549
751	36462	448407
752	36515	448412
753	36557	448287
754	36598	448152
755	36641	448034
756	36682	447894
757	36722	447745
758	36756	447513
759	36798	447391
760	36837	447226
761	36882	447136
762	36925	447027
763	36975	446998
764	37016	446865
765	37076	446952
766	37129	446952
767	37172	446843
768	37216	446748
769	37262	446662
770	37301	446510
771	37351	446475
772	37391	446333
773	37429	446159
774	37472	446040
775	37517	445959
776	37553	445760
777	37594	445627
778	37640	445553
779	37701	445650
780	37754	445662
781	37814	445745
782	37916	446331
783	38007	446786
784	38070	446909
785	38250	448400
786	38341	448843
787	38382	448709
788	38429	448633
789	38474	448549
790	38544	448744
791	38598	448757
792	38645	448682
793	38696	448665
794	38737	448522
795	38777	448379
796	38811	448159
797	38855	448050
798	38897	447932
799	38942	447838
800	38988	447760
801	39035	447689
802	39083	447640
803	39134	447611
804	39176	447483
805	39217	447353
806	39271	447368
807	39314	447253
808	39363	447204
809	39404	447073
810	39447	446952
811	39484	446777
812	39537	446776
813	39577	446629
814	39617	446491
815	39654	446309
816	39695	446175
817	39737	446047
818	39776	445893
819	39815	445738
820	39867	445723
821	39919	445722
822	39967	445664
823	40013	445582
824	40059	445513
825	40093	445296
826	40135	445178
827	40187	445169
828	40224	444993
829	40257	444773
830	40300	444658
831	40337	444486
832	40376	444340
833	40416	444190
834	40460	444093
835	40503	443987
836	40556	443984
837	40598	443868
838	40640	443756
839	40680	443609
840	40729	443565
841	40785	443599
842	40833	443550
843	40904	443749
844	40959	443768
845	41001	443647
846	41042	443522
847	41085	443409
848	41129	443314
849	41164	443128
850	41204	442985
851	41247	442875
852	41281	442671
853	41317	442489
854	41355	442337
855	41394	442185
856	41435	442058
857	41476	441929
858	41514	441774
859	41550	441590
860	41606	441630
861	41645	441481
862	41678	441270
863	41718	441138
864	41759	441006
865	41819	441087
866	41875	441117
867	41925	441083
868	41986	441173
869	42028	441057
870	42088	441127
871	42149	441220
872	42224	441445
873	42290	441583
874	42344	441590
875	42400	441621
876	42459	441684
877	42516	441725
878	42570	441737
879	42642	441930
880	42694	441922
881	42748	441927
882	42826	442181
883	42888	442272
884	42954	442407
885	43024	442577
886	43074	442548
887	43120	442470
888	43165	442384
889	43210	442303
890	43248	442145
891	43310	442230
892	43367	442271
893	43419	442257
894	43469	442218
895	43524	442241
896	43565	442110
897	43602	441943
898	43654	441936
899	43705	441912
900	43749	441814
901	43785	441644
902	43826	441520
903	43871	441430
904	43908	441263
905	43948	441130
906	43992	441037
907	44026	440845
908	44068	440729
909	44112	440643
910	44153	440516
911	44194	440395
912	44231	440231
913	44274	440133
914	44315	440008
915	44364	439959
916	44400	439795
917	44435	439614
918	44475	439475
919	44515	439347
920	44553	439200
921	44591	439049
922	44627	438878
923	44678	438858
924	44716	438703
925	44751	438523
926	44789	438379
927	44831	438263
928	44866	438091
929	44905	437949
930	44942	437791
931	44977	437612
932	45023	437543
933	45061	437397
934	45103	437289
935	45157	437297
936	45209	437281
937	45251	437173
938	45296	437096
939	45352	437122
940	45409	437155
941	45457	437105
942	45506	437069
943	45550	436974
944	45590	436852
945	45625	436674
946	45664	436541
947	45697	436342
948	45757	436407
949	45803	436335
950	45842	436203
951	45880	436058
952	45917	435906
953	45953	435738
954	46018	435848
955	46118	436294
956	46189	436458
957	46293	436937
958	46362	437080
959	46432	437239
960	46505	437419
961	46580	437624
962	46627	437567
963	46666	437429
964	46706	437298
965	46772	437415
966	46819	437354
967	46859	437229
968	46910	437204
969	46959	437159
970	46999	437027
971	47060	437105
972	47137	437322
973	47186	437273
974	47245	437325
975	47307	437402
976	47361	437402
977	47409	437354
978	47455	437276
979	47503	437225
980	47551	437170
981	47603	437161
982	47659	437179
983	47718	437229
984	47778	437280
985	47816	437138
986	47874	437179
987	47917	437080
988	47977	437130
989	48025	437077
990	48070	437001
991	48111	436887
992	48161	436847
993	48205	436760
994	48243	436614
995	48288	436535
996	48335	436470
997	48385	436438
998	48429	436349
999	48476	436290
1000	48521	436205
1001	48567	436134
1002	48610	436037
1003	48657	435979
1004	48707	435942
1005	48757	435909
1006	48832	436101
1007	48877	436019
1008	48915	435879
1009	48957	435767
1010	48999	435665
1011	49037	435522
1012	49077	435399
1013	49118	435288
1014	49158	435164
1015	49205	435102
1016	49245	434973
1017	49293	434922
1018	49338	434844
1019	49388	434812
1020	49433	434736
1021	49477	434650
1022	49533	434666
1023	49577	434577
1024	49614	434426
1025	49654	434306
1026	49691	434159
1027	49730	434028
1028	49777	433965
1029	49850	434137
1030	49893	434040
1031	49934	433924
1032	49988	433926
1033	50049	433986
1034	50115	434093
1035	50167	434070
1036	50207	433949
1037	50253	433886
1038	50302	433843
1039	50346	433751
1040	50385	433628
1041	50431	433554
1042	50475	433467
1043	50512	433322
1044	50550	433188
1045	50596	433115
1046	50636	433000
1047	50678	432891
1048	50721	432800
1049	50765	432716
1050	50808	432622
1051	50848	432499
1052	50924	432688
1053	50967	432596
1054	51009	432496
1055	51053	432411
1056	51098	432328
1057	51142	432249
1058	51191	432201
1059	51232	432095
1060	51277	432015
1061	51317	431894
1062	51361	431813
1063	51401	431698
1064	51447	431625
1065	51496	431581
1066	51545	431541
1067	51586	431431
1068	51629	431343
1069	51670	431232
1070	51713	431139
1071	51749	430989
1072	51800	430966
1073	51855	430974
1074	52451	435470
1075	52492	435355
1076	52532	435237
1077	52576	435144
1078	52614	435005
1079	52659	434925
1080	52702	434829
1081	52748	434756
1082	52790	434653
1083	52846	434669
1084	52902	434680
1085	52946	434590
1086	52988	434488
1087	53033	434406
1088	53086	434393
1089	53144	434422
1090	53198	434412
1091	53253	434415
1092	53301	434358
1093	53367	434448
1094	53531	435339
1095	53627	435677
1096	53682	435675
1097	53743	435724
1098	53812	435833
1099	53891	436028
1100	53960	436147
1101	54009	436091
1102	54054	436015
1103	54106	435985
1104	54150	435898
1105	54199	435849
1106	54238	435720
1107	54285	435653
1108	54329	435566
1109	54368	435439
1110	54411	435344
1111	54457	435267
1112	54500	435170
1113	54562	435222
1114	54611	435181
1115	54653	435069
1116	54692	434944
1117	54751	434972
1118	54805	434969
1119	54859	434959
1120	54915	434966
1121	54979	435036
1122	55029	434995
1123	55080	434963
1124	55123	434866
1125	55162	434738
1126	55204	434630
1127	55238	434466
1128	55277	434336
1129	55419	435015
1130	55506	435263
1131	55598	435553
1132	55669	435677
1133	55723	435668
1134	55783	435701
1135	55834	435663
1136	55885	435628
1137	55932	435568
1138	55975	435471
1139	56016	435355
1140	56057	435247
1141	56100	435150
1142	56138	435010
1143	56177	434881
1144	56215	434752
1145	56256	434640
1146	56297	434529
1147	56337	434406
1148	56397	434439
1149	56449	434415
1150	56501	434392
1151	56562	434433
1152	56652	434693
1153	56733	434890
1154	56798	434963
1155	56850	434936
1156	56895	434852
1157	56949	434838
1158	57000	434806
1159	57049	434753
1160	57131	434960
1161	57175	434870
1162	57221	434795
1163	57273	434763
1164	57318	434685
1165	57369	434647
1166	57416	434586
1167	57455	434455
1168	57502	434391
1169	57544	434289
1170	57585	434181
1171	57652	434260
1172	57702	434221
1173	57745	434123
1174	57803	434142
1175	57866	434198
1176	57916	434155
1177	57977	434191
1178	58022	434109
1179	58056	433949
1180	58092	433800
1181	58133	433690
1182	58181	433632
1183	58235	433619
1184	58282	433550
1185	58322	433436
1186	58368	433364
1187	58411	433266
1188	58456	433185
1189	58496	433073
1190	58540	432980
1191	58588	432923
1192	58627	432798
1193	58685	432814
1194	58732	432753
1195	58773	432645
1196	58833	432671
1197	58879	432599
1198	58917	432469
1199	58955	432343
1200	58999	432253
1201	59040	432142
1202	59080	432032
1203	59120	431916
1204	59156	431766
1205	59201	431687
1206	59249	431630
1207	59300	431598
1208	59354	431585
1209	59406	431556
1210	59463	431564
1211	59511	431511
1212	59553	431407
1213	59592	431285
1214	59633	431180
1215	59671	431051
1216	59729	431060
1217	59781	431034
1218	59827	430962
1219	59866	430845
1220	59909	430751
1221	59953	430663
1222	59993	430549
1223	60029	430409
1224	60066	430274
1225	60106	430161
1226	60152	430090
1227	60190	429958
1228	60227	429828
1229	60265	429695
1230	60309	429612
1231	60347	429486
1232	60392	429410
1233	60436	429324
1234	60482	429252
1235	60518	429116
1236	60554	428973
1237	60597	428880
1238	60647	428840
1239	60696	428792
1240	60761	428852
1241	60810	428808
1242	60856	428736
1243	60900	428654
1244	60949	428606
1245	60987	428478
1246	61027	428365
1247	61067	428253
1248	61110	428161
1249	61155	428091
1250	61193	427962
1251	61229	427824
1252	61272	427732
1253	61314	427634
1254	61353	427518
1255	61392	427399
1256	61429	427268
1257	61469	427159
1258	61527	427173
1259	61573	427106
1260	61619	427037
1261	61667	426984
1262	61706	426861
1263	61743	426734
1264	61798	426725
1265	61846	426674
1266	61941	426943
1267	61996	426935
1268	62040	426849
1269	62088	426797
1270	62135	426732
1271	62180	426658
1272	62223	426571
1273	62280	426580
1274	62328	426519
1275	62372	426442
1276	62413	426338
1277	62453	426226
1278	62499	426159
1279	62543	426080
1280	62588	426005
1281	62648	426030
1282	62716	426108
1283	62755	425993
1284	62796	425890
1285	62869	426005
1286	62918	425955
1287	62959	425856
1288	63005	425789
1289	63045	425682
1290	63085	425572
1291	63129	425491
1292	63174	425410
1293	63225	425377
1294	63271	425308
1295	63315	425228
1296	63355	425123
1297	63399	425037
1298	63441	424947
1299	63482	424844
1300	63553	424942
1301	63601	424891
1302	63646	424817
1303	63687	424712
1304	63725	424594
1305	63767	424495
1306	63808	424395
1307	63865	424404
1308	63913	424346
1309	63960	424288
1310	64010	424247
1311	64053	424156
1312	64096	424074
1313	64137	423969
1314	64175	423852
1315	64217	423756
1316	64266	423708
1317	64305	423596
1318	64350	423521
1319	64393	423435
1320	64440	423376
1321	64483	423291
1322	64526	423203
1323	64567	423102
1324	64603	422971
1325	64648	422894
1326	64687	422785
1327	64732	422712
1328	64767	422571
1329	64813	422505
1330	64860	422446
1331	64917	422449
1332	64961	422371
1333	64993	422215
1334	65037	422134
1335	65077	422027
1336	65116	421914
1337	65155	421806
1338	65193	421691
1339	65236	421603
1340	65273	421479
1341	65318	421404
1342	65359	421307
1343	65402	421224
1344	65444	421129
1345	65487	421049
1346	65532	420971
1347	65577	420903
1348	65616	420790
1349	65656	420686
1350	65696	420586
1351	65739	420500
1352	65790	420465
1353	65842	420440
1354	65886	420362
1355	65961	420479
1356	66012	420444
1357	66071	420463
1358	66118	420404
1359	66167	420355
1360	66213	420293
1361	66259	420229
1362	66292	420082
1363	66339	420021
1364	66383	419944
1365	66423	419837
1366	66463	419738
1367	66502	419625
1368	66541	419519
1369	66587	419453
1370	66624	419331
1371	66667	419246
1372	66711	419171
1373	66755	419089
1374	66796	418998
1375	66838	418905
1376	66885	418850
1377	66928	418762
1378	66996	418835
1379	67041	418764
1380	67086	418694
1381	67130	418619
1382	67172	418527
1383	67212	418427
1384	67250	418312
1385	67292	418221
1386	67331	418117
1387	67385	418102
1388	67434	418052
1389	67475	417961
1390	67522	417902
1391	67568	417835
1392	67615	417777
1393	67656	417684
1394	67697	417588
1395	67738	417497
1396	67784	417432
1397	67827	417345
1398	67876	417299
1399	67924	417251
1400	67968	417173
1401	68036	417244
1402	68088	417217
1403	68126	417105
1404	68166	417004
1405	68208	416915
1406	68246	416805
1407	68286	416704
1408	68332	416636
1409	68377	416568
1410	68416	416460
1411	68459	416379
1412	68499	416283
1413	68541	416194
1414	68584	416109
1415	68628	416033
1416	68664	415912
1417	68706	415824
1418	68748	415738
1419	68796	415686
1420	68840	415610
1421	68885	415538
1422	68927	415452
1423	68967	415354
1424	69012	415283
1425	69225	416225
1426	69273	416173
1427	69323	416136
1428	69370	416075
1429	69413	415993
1430	69453	415896
1431	69494	415802
1432	69535	415709
1433	69583	415655
1434	69630	415599
1435	69676	415534
1436	69718	415450
1437	69757	415345
1438	69799	415253
1439	69843	415179
1440	69886	415099
1441	69928	415013
1442	69965	414894
1443	70004	414790
1444	70041	414674
1445	70083	414585
1446	70123	414488
1447	70168	414423
1448	70227	414433
1449	70311	414594
1450	70358	414535
1451	70399	414443
1452	70437	414337
1453	70477	414238
1454	70519	414151
1455	70561	414062
1456	70604	413982
1457	70647	413905
1458	70689	413818
1459	70729	413720
1460	70769	413620
1461	70812	413542
1462	70853	413449
1463	70893	413350
1464	70936	413270
1465	70975	413166
1466	71015	413072
1467	71060	413000
1468	71102	412916
1469	71147	412849
1470	71193	412789
1471	71241	412735
1472	71303	412765
1473	71351	412714
1474	71402	412684
1475	71450	412634
1476	71496	412568
1477	71545	412524
1478	71599	412510
1479	71647	412457
1480	71698	412420
1481	71753	412411
1482	71806	412390
1483	71865	412406
1484	71920	412390
1485	71969	412347
1486	72015	412282
1487	72065	412243
1488	72113	412194
1489	72153	412098
1490	72205	412067
1491	72254	412026
1492	72300	411963
1493	72375	412063
1494	72428	412040
1495	72477	411998
1496	72517	411903
1497	72564	411844
1498	72603	411741
1499	72642	411642
1500	72686	411566
1501	72729	411488
1502	72775	411426
1503	72824	411378
1504	72868	411307
1505	72918	411266
1506	72966	411215
1507	73023	411216
1508	73081	411223
1509	73134	411198
1510	73184	411162
1511	73235	411128
1512	73279	411054
1513	73325	410990
1514	73389	411028
1515	73443	411012
1516	73496	410987
1517	73538	410907
1518	73578	410809
1519	73616	410701
1520	73660	410627
1521	73702	410547
1522	73752	410506
1523	73796	410434
1524	73842	410372
1525	73884	410287
1526	73936	410256
1527	73977	410169
1528	74054	410277
1529	74095	410191
1530	74145	410148
1531	74192	410091
1532	74240	410042
1533	74286	409981
1534	74329	409904
1535	74381	409875
1536	74454	409957
1537	74490	409840
1538	74527	409731
1539	74579	409703
1540	74631	409673
1541	74679	409623
1542	74726	409565
1543	74766	409470
1544	74804	409365
1545	74848	409294
1546	74894	409234
1547	74933	409134
1548	74974	409045
1549	75014	408952
1550	75057	408869
1551	75108	408835
1552	75155	408783
1553	75199	408708
1554	75247	408659
1555	75289	408577
1556	75335	408512
1557	75380	408448
1558	75451	408524
1559	75496	408455
1560	75534	408348
1561	75581	408293
1562	75621	408199
1563	75662	408113
1564	75702	408018
1565	75739	407907
1566	75781	407824
1567	75825	407753
1568	75863	407649
1569	75900	407544
1570	75941	407456
1571	75989	407404
1572	76050	407422
1573	76094	407353
1574	76145	407319
1575	76187	407237
1576	76230	407156
1577	76268	407056
1578	76308	406962
1579	76344	406849
1580	76388	406776
1581	76424	406662
1582	76487	406693
1583	76522	406576
1584	76568	406515
1585	76606	406409
1586	76645	406314
1587	76689	406242
1588	76733	406171
1589	76770	406065
1590	76812	405983
1591	76855	405906
1592	76890	405788
1593	76934	405714
1594	76982	405666
1595	77020	405565
1596	77061	405480
1597	77112	405444
1598	77158	405384
1599	77198	405289
1600	77237	405193
1601	77278	405108
1602	77318	405017
1603	77362	404948
1604	77405	404872
1605	77453	404822
1606	77489	404708
1607	77564	404802
1608	77614	404764
1609	77663	404717
1610	77708	404654
1611	77776	404708
1612	77836	404720
1613	77894	404725
1614	77935	404639
1615	77979	404568
1616	78057	404672
1617	78122	404712
1618	78201	404820
1619	78256	404809
1620	78319	404834
1621	78379	404848
1622	78435	404839
1623	78489	404817
1624	78575	404964
1625	78724	405437
1626	78844	405757
1627	78910	405796
1628	78964	405780
1629	79037	405856
1630	79102	405893
1631	79145	405813
1632	79191	405754
1633	79245	405735
1634	79284	405633
1635	79330	405572
1636	79372	405493
1637	79422	405451
1638	79467	405385
1639	79513	405324
1640	79553	405233
1641	79594	405147
1642	79664	405205
1643	79707	405132
1644	79756	405083
1645	79801	405021
1646	79853	404989
1647	79899	404929
1648	79948	404882
1649	79997	404837
1650	80048	404802
1651	80104	404791
1652	80149	404723
1653	80193	404652
1654	80233	404561
1655	80273	404468
1656	80319	404408
1657	80365	404346
1658	80408	404272
1659	80451	404194
1660	80501	404155
1661	80547	404095
1662	80589	404012
1663	80636	403956
