iter	TotalF1	MultiClass
120	0.8132441055	1.20985441
121	0.8132162369	1.208628363
122	0.8145107182	1.207607587
123	0.8154599719	1.206333947
124	0.8151315286	1.205099794
125	0.8150912855	1.203879158
126	0.8157349986	1.202890251
127	0.8157558724	1.201958766
128	0.8150955341	1.200687244
129	0.8134722963	1.199597215
130	0.8141371699	1.198257649
131	0.814446987	1.197562446
132	0.8143360163	1.195861854
133	0.8129845375	1.195105694
134	0.8129454304	1.193851192
135	0.8130498535	1.192815035
136	0.8133508956	1.190998012
137	0.8139959372	1.190037298
138	0.8139774062	1.188971553
139	0.8136701932	1.187973613
140	0.8133629802	1.186784067
141	0.814042856	1.184553427
142	0.8154033438	1.182423667
143	0.8150769632	1.181418433
144	0.81472191	1.180181047
145	0.8127936434	1.178786844
146	0.8128086331	1.176847945
147	0.8128086331	1.175970697
148	0.8124657305	1.174775845
149	0.8131215063	1.173922603
150	0.8140849095	1.17277338
151	0.8137073746	1.172149129
152	0.8144315405	1.170860241
153	0.8128159341	1.169867134
154	0.8137652592	1.168425392
155	0.8131589598	1.167267831
156	0.8134699054	1.166251793
157	0.8134721382	1.165538385
158	0.8134690238	1.164357893
159	0.8131957541	1.162958895
160	0.8134908416	1.162232125
161	0.8134886985	1.161069285
162	0.8140990904	1.159543206
163	0.8141170617	1.15879391
164	0.8140431991	1.157668368
165	0.8137347468	1.156658998
166	0.8137534898	1.155906909
167	0.8133656232	1.154944435
168	0.8130182439	1.153667058
169	0.8126732822	1.152512043
170	0.8126732822	1.151407697
171	0.8136545286	1.15021872
172	0.8139778659	1.149158114
173	0.8139655628	1.148294289
174	0.8143088086	1.147045312
175	0.8143121191	1.146275222
176	0.8143597573	1.145389187
177	0.8133471144	1.144645247
178	0.8133284615	1.1435978
179	0.8133284615	1.14248832
180	0.8136553853	1.141846003
181	0.8136553853	1.141221563
182	0.813932833	1.13999248
183	0.8145749349	1.138400995
184	0.8155725329	1.137597135
185	0.8152613821	1.136482772
186	0.8152613821	1.135534886
187	0.8149345748	1.134695129
188	0.8149345748	1.133469972
189	0.8152455768	1.132724757
190	0.8149513458	1.131809568
191	0.8156040279	1.130916388
192	0.8149345748	1.129914498
193	0.815587141	1.1288331
194	0.8146213937	1.127751224
195	0.8142314188	1.127187665
196	0.8149020606	1.126181982
197	0.8155239667	1.125072047
198	0.8149135647	1.124217555
199	0.8138750614	1.123029409
200	0.8135145799	1.121636909
201	0.8132030529	1.12092881
202	0.8145825782	1.119981958
203	0.8148941101	1.119060218
204	0.8125815008	1.117319479
205	0.8129556021	1.116454859
206	0.8132433459	1.115510703
207	0.8132433459	1.11450979
208	0.8132433459	1.113770761
209	0.8128956749	1.112801048
210	0.8125837181	1.112165168
211	0.812241267	1.111483266
212	0.8130006478	1.110914727
213	0.8123815711	1.110021134
214	0.8123815711	1.109481461
215	0.8123623244	1.108786851
216	0.8126739973	1.10793814
217	0.8124034749	1.106834241
218	0.8130076846	1.105825651
219	0.8133271266	1.104968977
220	0.8133271266	1.104140587
221	0.8129830951	1.103073221
222	0.8132554446	1.102061747
223	0.8129297352	1.100875903
224	0.8129297352	1.100064632
225	0.8129617346	1.099339217
226	0.8132736914	1.098536911
227	0.8132413143	1.097634716
228	0.8132413143	1.096782404
229	0.8135669702	1.095912402
230	0.8135925071	1.094992082
231	0.812947938	1.094211266
232	0.8132228614	1.093244927
233	0.8138925222	1.092512704
234	0.8135669702	1.091930088
235	0.8138925222	1.090627147
236	0.8141829495	1.089668037
237	0.8141829495	1.088820716
238	0.8138959533	1.087897512
239	0.8148604716	1.086918219
240	0.815218554	1.086078197
241	0.8148593492	1.085321665
242	0.8148917384	1.084178046
243	0.8142064812	1.083267434
244	0.8142064812	1.082352511
245	0.8141759869	1.081256696
246	0.8148285232	1.080679039
247	0.8148285232	1.080087791
248	0.814487715	1.078913073
249	0.814487715	1.078319314
250	0.8142356445	1.077654705
251	0.813562094	1.07707265
252	0.8138879027	1.076161418
253	0.8142150284	1.075325199
254	0.8142150284	1.074185752
255	0.8145419845	1.073030798
256	0.8145419845	1.072463654
257	0.8145419845	1.0715508
258	0.8145812985	1.070542875
259	0.8149398835	1.069537197
260	0.8149251681	1.069021195
261	0.8143017635	1.067742896
262	0.8146133488	1.066833879
263	0.8142403475	1.065821342
264	0.8145415116	1.064742251
265	0.8145415116	1.064128407
266	0.8149006011	1.063110702
267	0.8142477541	1.062401596
268	0.8146068436	1.061542829
269	0.8149182264	1.060965461
270	0.8149077818	1.059818233
271	0.8152559501	1.058927622
272	0.8152696309	1.058168044
273	0.8152696309	1.057650435
274	0.8149106825	1.057025331
275	0.8149106825	1.056224816
276	0.8149106825	1.055392804
277	0.8148745027	1.054575057
278	0.8148599472	1.053694299
279	0.8154987804	1.053079944
280	0.8148612852	1.052031475
281	0.8152107193	1.050918953
282	0.8148993894	1.050248843
283	0.8155260201	1.049315715
284	0.815944699	1.047955572
285	0.815944699	1.046768472
286	0.8152595956	1.045960355
287	0.8149340184	1.045257172
288	0.8149310332	1.044255827
289	0.8145909653	1.043321416
290	0.8150044694	1.042494056
291	0.8152980422	1.041947694
292	0.8156044167	1.041307422
293	0.8156044167	1.040542635
294	0.8162811407	1.040013195
295	0.8159222359	1.039382731
296	0.8159222359	1.038464195
297	0.8162329383	1.037650318
298	0.815876031	1.036403167
299	0.8149298608	1.035441981
300	0.8152871967	1.034629455
301	0.8156474047	1.033921403
302	0.8159759201	1.033489237
303	0.8159731214	1.032413577
304	0.8159731214	1.03139827
305	0.8159731214	1.030794055
306	0.815319549	1.02982084
307	0.815994529	1.028910336
308	0.8160106214	1.027872435
309	0.8159446523	1.027256974
310	0.8159846116	1.026272046
311	0.8169423895	1.025584717
312	0.8169024992	1.024981018
313	0.8169024992	1.023602246
314	0.8165435241	1.022459764
315	0.8165435241	1.021746023
316	0.8165435241	1.021145215
317	0.8168915908	1.020063648
318	0.8172365292	1.019198088
319	0.8172365292	1.018468979
320	0.817268251	1.017733815
321	0.817268251	1.017216289
322	0.8169177399	1.016721358
323	0.8165931415	1.015844343
324	0.8165612174	1.015210094
325	0.816211015	1.014789247
326	0.8161716265	1.014264566
327	0.81617441	1.013518198
328	0.8165220201	1.012736234
329	0.8158775857	1.012037079
330	0.8165535469	1.010741581
331	0.8162261687	1.010299697
332	0.8162659835	1.009338068
333	0.8162648544	1.0086292
334	0.8162648544	1.008193555
335	0.8165932589	1.007372552
336	0.8165932589	1.006388088
337	0.8166333479	1.005937872
338	0.8162546016	1.005267271
339	0.8159238526	1.004735675
340	0.8162494676	1.004043311
341	0.8169281765	1.003374954
342	0.81721415	1.002831815
343	0.8172541402	1.002331356
344	0.8171745368	1.001725714
345	0.817502117	1.000956736
346	0.8168656193	1.000014465
347	0.8168290195	0.9993402176
348	0.817215884	0.9987306012
349	0.81690564	0.9981629947
350	0.81690564	0.997544989
351	0.8165783115	0.9966789338
352	0.8162680995	0.9959559743
353	0.8165385498	0.9952072849
354	0.8165015382	0.9943482313
355	0.8161913475	0.9935717841
356	0.8155394065	0.9931606965
357	0.8155394065	0.9926105998
358	0.8162125619	0.9920607644
359	0.8149029274	0.9914885617
360	0.8149029274	0.9909114538
361	0.8155394065	0.989985103
362	0.8155394065	0.9891511351
363	0.8155394065	0.9885341509
364	0.8155578032	0.987934584
365	0.815867757	0.9872906264
366	0.815867757	0.9866651299
367	0.815867757	0.9858002651
368	0.8158439253	0.9851287848
369	0.8158439253	0.9846965156
370	0.8158439253	0.9842183279
371	0.8158439253	0.983586017
372	0.8155087833	0.9830959057
373	0.8155027116	0.9822786381
374	0.8158126641	0.9817606995
375	0.8161391111	0.9806444263
376	0.8157981259	0.9801795358
377	0.8164359801	0.9796478357
378	0.8164359801	0.9792476054
379	0.8167697253	0.9787202571
380	0.8161082461	0.9777655311
381	0.8158790519	0.9770007552
382	0.816224971	0.976431848
383	0.816224971	0.9759509827
384	0.816224971	0.9753687719
385	0.8165517909	0.9748231172
386	0.8168616828	0.9743419526
387	0.816830475	0.9739437042
388	0.8165204691	0.9730618148
389	0.8171574235	0.9722752082
390	0.8174802236	0.9717592667
391	0.8172198841	0.9712406955
392	0.8171884822	0.9709457775
393	0.8171884822	0.9702091371
394	0.8168434916	0.9698536913
395	0.8161691392	0.969227589
396	0.8168258911	0.9683964579
397	0.816807474	0.9680693811
398	0.8171360275	0.9676777553
399	0.8168258911	0.9669084476
400	0.8171360275	0.9660072648
401	0.816759798	0.9653884995
402	0.8164495469	0.9647586131
403	0.8164495469	0.9643072738
404	0.8161041185	0.9636291112
405	0.8164495469	0.9629685616
406	0.8164495469	0.9622707729
407	0.8161099132	0.9618527405
408	0.8161099132	0.9612496147
409	0.81641998	0.9608492831
410	0.81641998	0.9604196995
411	0.8167299333	0.9600461059
412	0.8164043816	0.9593465845
413	0.8164043816	0.9586807021
414	0.8160944631	0.9580715009
415	0.8164043816	0.9576084841
416	0.8164043816	0.9570511369
417	0.8164043816	0.956588389
418	0.8170397739	0.9561511575
419	0.8167299333	0.9556866861
420	0.8173673903	0.9551153077
421	0.8173673903	0.9547930641
422	0.8173495027	0.9542004048
423	0.8176772694	0.9534535176
424	0.8177328756	0.9524509493
425	0.8177328756	0.9517811275
426	0.8177328756	0.9512731583
427	0.8177328756	0.9508157591
428	0.8174053103	0.950432726
429	0.8170796951	0.9495128207
430	0.8174072604	0.9487869211
431	0.8170974009	0.9480564887
432	0.8167699853	0.9474441292
433	0.8161154858	0.9466430801
434	0.8164430171	0.9461838822
435	0.8168009898	0.9457128784
436	0.8164737769	0.9450778388
437	0.8168006918	0.9444501255
438	0.8168006918	0.9439709697
439	0.817127958	0.9435937729
440	0.817127958	0.943067297
441	0.8171158988	0.9427101986
442	0.8171158988	0.9420938629
443	0.8171158988	0.9416604474
444	0.8171158988	0.9411459727
445	0.8171185677	0.9403323258
446	0.8171185677	0.9398573802
447	0.8174456656	0.9393835824
448	0.8174456656	0.9390228617
449	0.8171185677	0.9386242253
450	0.8171185677	0.938010939
451	0.8171185677	0.9374594755
452	0.8171185677	0.9370749295
453	0.8171185677	0.9366227792
454	0.8174456656	0.936160602
455	0.8174456656	0.9355030895
456	0.8174457214	0.934595847
457	0.8174457214	0.9342181791
458	0.8174457214	0.9335418221
459	0.8174456656	0.9330717571
460	0.8177728724	0.9324126557
461	0.8177728724	0.9318997248
462	0.818082489	0.9311517118
463	0.818082489	0.93059064
464	0.818082489	0.9300072956
465	0.818082489	0.9295485007
466	0.8180998561	0.9288652956
467	0.8174457214	0.928211751
468	0.8174457214	0.9277003442
469	0.8170987228	0.9272697963
470	0.817752661	0.926881893
471	0.8174257754	0.9262079761
472	0.8174257754	0.925790447
473	0.817752661	0.9254825454
474	0.8183892443	0.9249750026
475	0.8186989977	0.9242044432
476	0.8190086416	0.9237572725
477	0.8183340852	0.9232955382
478	0.8186783261	0.9227621926
479	0.8186611585	0.9223119111
480	0.8189702862	0.9219695879
481	0.8183160007	0.9215115937
482	0.81800641	0.9209222414
483	0.8180246454	0.9203867313
484	0.8180246454	0.9198251221
485	0.8180246454	0.9192998993
486	0.8180246454	0.9188418337
487	0.8182965174	0.9184092873
488	0.8183340852	0.9179117273
489	0.8186432252	0.9174489988
490	0.8189702862	0.9167965898
491	0.8189702862	0.9163996134
492	0.8189702862	0.9159345729
493	0.8189702862	0.915455625
494	0.8186230382	0.915016344
495	0.8186783261	0.9143486557
496	0.8186783261	0.9139005349
497	0.8186783261	0.9132796527
498	0.8189706406	0.912990615
499	0.8186611585	0.9125055069
500	0.8186236971	0.9120860025
501	0.8186814703	0.9115055357
502	0.8186434161	0.9110141848
503	0.818663439	0.910360349
504	0.8189908544	0.9099805817
505	0.8186434161	0.9093911922
506	0.8186434161	0.9089605304
507	0.8186434161	0.9083284716
508	0.8179886117	0.9078651388
509	0.8183160007	0.9073298133
510	0.8183160007	0.9069165526
511	0.8179886117	0.9063462776
512	0.8179886117	0.9061386904
513	0.8176234292	0.9054518252
514	0.8176234292	0.9051351221
515	0.8179508446	0.9045532671
516	0.8179884727	0.904026982
517	0.8179505174	0.9033098722
518	0.8179505174	0.9028405962
519	0.818315429	0.902137106
520	0.8179880934	0.9015408976
521	0.8183160271	0.901008274
522	0.8183160271	0.9005862964
523	0.8183160271	0.9002233199
524	0.8183160271	0.8996936244
525	0.8183160271	0.8992566409
526	0.8179313046	0.8988955148
527	0.8179313046	0.8984598044
528	0.8182776735	0.897926415
529	0.8182776735	0.8974600853
530	0.8182776735	0.8969817661
531	0.8182776735	0.8966775385
532	0.8182776735	0.8962091565
533	0.8182959457	0.8957211669
534	0.8182404739	0.895319925
535	0.8176412399	0.894790431
536	0.8179312855	0.8943270261
537	0.8176031434	0.8939209905
538	0.8182396689	0.8934762889
539	0.8182396689	0.8931634592
540	0.8182396689	0.8926060329
541	0.8182396689	0.8923025492
542	0.8182396689	0.8915993487
543	0.8182396689	0.8913798657
544	0.8182396689	0.8908918129
545	0.8182396689	0.8902911459
546	0.8182396689	0.8899440048
547	0.8182396689	0.889633215
548	0.8182396689	0.8893436214
549	0.818222089	0.8888732573
550	0.818222089	0.8886132758
551	0.818222089	0.8880856903
552	0.818222089	0.8877233667
553	0.818222089	0.8871362847
554	0.818222089	0.8867439118
555	0.818222089	0.8864859446
556	0.818222089	0.8861406082
557	0.818222089	0.8857825162
558	0.818222089	0.8854444412
559	0.818222089	0.8849816111
560	0.8188597043	0.8846039113
561	0.8188597043	0.884390396
562	0.8188597043	0.8840238956
563	0.8188597043	0.883566356
564	0.8191689645	0.8830042104
565	0.8191689645	0.8826177778
566	0.8194781197	0.8822207391
567	0.8191497097	0.8817069443
568	0.8190968906	0.881229271
569	0.8190968906	0.8808258547
570	0.8188042951	0.8804496733
571	0.8188042951	0.880126888
572	0.8190968906	0.8796764245
573	0.8190968906	0.8794110879
574	0.8193895741	0.8791462807
575	0.8193895741	0.8787222629
576	0.8193895741	0.8783734631
577	0.8194415995	0.8777641382
578	0.8194250939	0.8774595515
579	0.8194250939	0.876938817
580	0.8191321914	0.8758281221
581	0.8197875029	0.8754569847
582	0.820135398	0.8749377262
583	0.820135398	0.8746133694
584	0.8200996182	0.8742260787
585	0.820135398	0.8737835903
586	0.820135398	0.8734362512
587	0.8204637078	0.8731230395
588	0.8204637078	0.8726293002
589	0.8201359809	0.8722470694
590	0.8204637078	0.871878189
591	0.8201359809	0.8714470879
592	0.8200980591	0.8709686858
593	0.8200980591	0.8706943781
594	0.8200980591	0.8704256771
595	0.8207534672	0.8701276631
596	0.8210632879	0.869759022
597	0.8210632879	0.8694723053
598	0.8210632879	0.8690979607
599	0.8207534672	0.86871979
600	0.8213631907	0.8683048371
601	0.8213631907	0.8679107942
602	0.8213631907	0.8675727762
603	0.8213631907	0.8672731794
604	0.8213631907	0.8668237723
605	0.8213283209	0.8664567806
606	0.8213283209	0.8660561172
607	0.8209952173	0.8656826062
608	0.8207021304	0.8650393006
609	0.8210354133	0.8647320725
610	0.8207197658	0.8643827768
611	0.8207197658	0.8639912007
612	0.8210530927	0.8636149436
613	0.8210530927	0.8631613465
614	0.8210530927	0.8627832844
615	0.8210530927	0.8624688755
616	0.8207254704	0.8617590186
617	0.8207254704	0.8614911266
618	0.8207254704	0.8611444347
619	0.8207254704	0.860720726
620	0.8207254704	0.8602653277
621	0.8207197658	0.8599020701
622	0.8207197658	0.8593533485
623	0.8207197658	0.8591334455
624	0.8210298639	0.8587565693
625	0.8207197658	0.8582829599
626	0.8207197658	0.8578498274
627	0.8207021304	0.8575623269
628	0.8207021304	0.8573153443
629	0.8203742404	0.8568120546
630	0.8203742404	0.8564570194
631	0.8203742404	0.8559591612
632	0.8207021304	0.855677651
633	0.8207021304	0.8550829163
634	0.8207021304	0.8546619754
635	0.820730005	0.8540439998
636	0.820730005	0.8536380051
637	0.8203742404	0.8532991746
638	0.8203742404	0.853011325
639	0.8200644524	0.8525713022
640	0.8204201843	0.8522093368
641	0.8204201843	0.8517443428
642	0.8200644524	0.8514554267
643	0.8203742404	0.8508499045
644	0.8207021304	0.8506202122
645	0.8207021304	0.8503067294
646	0.8207021304	0.8499278177
647	0.8210298639	0.8494613837
648	0.8210298639	0.8491733463
649	0.8207197658	0.8488388762
650	0.8207197658	0.8485314082
651	0.8210575833	0.8481587512
652	0.8210298639	0.8474400001
653	0.8207197658	0.8470082176
654	0.8207197658	0.8467227227
655	0.8207197658	0.8463737555
656	0.8207197658	0.8459981677
657	0.8210298639	0.8456640757
658	0.821358567	0.8451741957
659	0.821358567	0.844913246
660	0.8213862334	0.8445034056
661	0.8210307805	0.8441792924
662	0.8207021304	0.8433713208
663	0.8207021304	0.8428605049
664	0.8207021304	0.8424517004
665	0.8207021304	0.8420876044
666	0.8207021304	0.8417577057
667	0.8207021304	0.8414595523
668	0.8207021304	0.8411784466
669	0.8207021304	0.8408585115
670	0.8207021304	0.8405415354
671	0.8207021304	0.8403127384
672	0.8207021304	0.8397944654
673	0.8207021304	0.8393367994
674	0.8207021304	0.8390886358
675	0.8210119719	0.8387778253
676	0.8210119719	0.8385161789
677	0.8210119719	0.8381698082
678	0.8207021304	0.8376913241
679	0.8207021304	0.8373956769
680	0.8207021304	0.8369846483
681	0.8207021304	0.8364457986
682	0.8210119719	0.8361399
683	0.8213398609	0.8358496691
684	0.8213061256	0.8354270594
685	0.8213061256	0.835223258
686	0.8210119719	0.8347732972
687	0.8213398609	0.8343662017
688	0.8213398609	0.8339354619
689	0.8210119719	0.8336072791
690	0.8216504691	0.8332185524
691	0.8219785668	0.8329110312
692	0.8219785668	0.8326789891
693	0.8219785668	0.8323461074
694	0.8219785668	0.8319250449
695	0.8219785668	0.8316055735
696	0.8223261755	0.8312565296
697	0.8223261755	0.8309363314
698	0.8223261755	0.8307080038
699	0.8222917232	0.8304734851
700	0.8219631232	0.8302096248
701	0.8222917232	0.8299501088
702	0.8223261755	0.829526544
703	0.8223261755	0.8293339261
704	0.8223261755	0.828977203
705	0.822016173	0.8285304371
706	0.822016173	0.8281990751
707	0.822016173	0.8279703284
708	0.822016173	0.8275756835
709	0.8223261755	0.8273190876
710	0.8223261755	0.8270734924
711	0.8223261755	0.8267603567
712	0.8223261755	0.826421456
713	0.8226542146	0.8261671733
714	0.8226198751	0.825891818
715	0.8226198751	0.8255994181
716	0.8226198751	0.8252628895
717	0.8226542146	0.824818277
718	0.8226542146	0.8243815032
719	0.8226542146	0.8240254764
720	0.8229478733	0.8235879904
721	0.8226717846	0.8231898492
722	0.8226374017	0.8229991585
723	0.8226717846	0.8226669079
724	0.8229650902	0.822098024
725	0.8229650902	0.8217227525
726	0.8229650902	0.8214561421
727	0.8232757188	0.8210868065
728	0.8226191679	0.8206995046
729	0.8226191679	0.8203373582
730	0.8226191679	0.8198212211
731	0.8229469609	0.819568198
732	0.8229469609	0.8191745443
733	0.8225852691	0.8188756983
734	0.8226363849	0.818544173
735	0.8226363849	0.8181907435
736	0.8226024428	0.8175945812
737	0.8226363849	0.8171695821
738	0.8226363849	0.8169130592
739	0.8226024428	0.8165976971
740	0.8226024428	0.8163050703
741	0.8226024428	0.8159350529
742	0.8226024428	0.8156250156
743	0.8226024428	0.8154606404
744	0.8226024428	0.8148114254
745	0.8226024428	0.8144517247
746	0.8226292042	0.8140416259
747	0.8226024428	0.8137413608
748	0.8226024428	0.8134944786
749	0.8226024428	0.813170713
750	0.8226024428	0.8129047178
751	0.8226024428	0.8125601914
752	0.8226024428	0.8122929877
753	0.8226024428	0.8120590053
754	0.8226024428	0.8115468774
755	0.8226024428	0.8112947659
756	0.8226024428	0.8110409866
757	0.8226292042	0.8105525244
758	0.8226292042	0.8100385108
759	0.8226292042	0.8096266646
760	0.8226292042	0.8092947718
761	0.8226292042	0.8088445494
762	0.8226174163	0.8085288067
763	0.8226174163	0.8082245579
764	0.8226292042	0.807870582
765	0.8232569077	0.807389327
766	0.8229279923	0.8071262925
767	0.8229279923	0.8068541139
768	0.8229279923	0.8066811896
769	0.8229398125	0.8062648433
770	0.8232685704	0.8059527755
771	0.8232685704	0.8055686473
772	0.8232685704	0.805208489
773	0.8232685704	0.8048925605
774	0.8229398125	0.8045052984
775	0.8229398125	0.8041772985
776	0.8229398125	0.8038452836
777	0.8229398125	0.8036790601
778	0.8229398125	0.8033878455
779	0.8226292042	0.8026649241
780	0.8229398125	0.80248818
781	0.8226292042	0.8022669037
782	0.8229398125	0.8019510158
783	0.8229398125	0.8014007254
784	0.8229131762	0.8011080576
785	0.8229131762	0.8008320446
786	0.8232746022	0.8004003081
787	0.8229469609	0.7999983804
788	0.8232746022	0.7998007782
789	0.8236034127	0.7994884004
790	0.8236034127	0.7992878924
791	0.8236034127	0.7990429312
792	0.8236034127	0.7986295278
793	0.8236034127	0.7982913536
794	0.8236034127	0.7977576465
795	0.8236034127	0.7972589727
796	0.8236034127	0.7969557701
797	0.8236034127	0.7967011285
798	0.8236034127	0.796393366
799	0.8236034127	0.79584335
800	0.8236034127	0.7956166324
801	0.8236034127	0.7952597339
802	0.8235697952	0.7949488272
803	0.8235697952	0.7946902512
804	0.8235697952	0.7943697906
805	0.8235697952	0.7941264986
806	0.8236034127	0.7938095799
807	0.8236034127	0.7935390688
808	0.8236034127	0.7932663292
809	0.8236034127	0.7929841143
810	0.8235697952	0.7927642038
811	0.8235583235	0.792431232
812	0.8235583235	0.7922288154
813	0.8235583235	0.7920109537
814	0.8235697952	0.7917269879
815	0.8235697952	0.7915320868
816	0.8235583235	0.7913204025
817	0.8235583235	0.7910222149
818	0.8235583235	0.7907739139
819	0.8235697952	0.7904248689
820	0.8235697952	0.7901856341
821	0.8235697952	0.7899141187
822	0.8235697952	0.7895802809
823	0.8235697952	0.7893135414
824	0.8235697952	0.7891370726
825	0.8235697952	0.7888439169
826	0.8235697952	0.7884715403
827	0.8235697952	0.7880597124
828	0.8238974537	0.7878410422
829	0.8235697952	0.7876477456
830	0.8238974537	0.7874288109
831	0.823885982	0.7870629804
832	0.8239007453	0.786849564
833	0.8239007453	0.7863937056
834	0.8239007453	0.7859780338
835	0.8239007453	0.7857308304
836	0.8242430178	0.7854009567
837	0.8242430178	0.7850852788
838	0.8242430178	0.7848742141
839	0.8242430178	0.7845948159
840	0.8242430178	0.7843958729
841	0.8242430178	0.7838516258
842	0.8242430178	0.7836661463
843	0.8242430178	0.7833981758
844	0.8242430178	0.783103429
845	0.8242430178	0.782816674
846	0.8242430178	0.7825707229
847	0.8242430178	0.7823626563
848	0.8242430178	0.7821262689
849	0.8242430178	0.7818699677
850	0.8242430178	0.7814394751
851	0.8242430178	0.7810870378
852	0.8242430178	0.7807640272
853	0.8242430178	0.7802408653
854	0.8242430178	0.7800092919
855	0.8242430178	0.7797877772
856	0.8242430178	0.7795978685
857	0.8242430178	0.7793766695
858	0.8242430178	0.7790148756
859	0.8242430178	0.7786812734
860	0.8242430178	0.7784219924
861	0.8242430178	0.7782286079
862	0.8242430178	0.778104512
863	0.8242430178	0.7778955951
864	0.8242430178	0.7777333677
865	0.8242430178	0.7774192678
866	0.8242430178	0.7771640175
867	0.8242430178	0.7769788139
868	0.8242430178	0.776583229
869	0.8242430178	0.7763461694
870	0.8242430178	0.7761267792
871	0.8242430178	0.7759528982
872	0.8245851419	0.7754625237
873	0.8242430178	0.775225065
874	0.8249118805	0.7749891218
875	0.8249118805	0.774739184
876	0.8249118805	0.7745637072
877	0.8249118805	0.774315465
878	0.8249118805	0.7740888433
879	0.8249118805	0.7738744779
880	0.8245851419	0.7735608774
881	0.8245851419	0.7733125999
882	0.8245851419	0.7731049895
883	0.8245851419	0.7728190632
884	0.8245851419	0.7725432742
885	0.8245851419	0.7723257797
886	0.8245851419	0.7720180985
887	0.8245851419	0.7718411147
888	0.8245851419	0.7714540929
889	0.8245851419	0.7712314151
890	0.8245851419	0.771021522
891	0.8245851419	0.7707568902
892	0.8245851419	0.7705904095
893	0.8245851419	0.7703889616
894	0.8245851419	0.7702164045
895	0.8245851419	0.7700053852
896	0.8245851419	0.769811217
897	0.8245851419	0.7696132305
898	0.8245851419	0.7692988902
899	0.8245851419	0.7690860243
900	0.8245851419	0.768897579
901	0.8245851419	0.7686557984
902	0.8245851419	0.7684493552
903	0.8245851419	0.7682189977
