iter	TotalF1	MultiClass
1648	0.8394740737	0.6339705
1649	0.8397987646	0.6337614785
1650	0.8397862495	0.6336802031
1651	0.8397862495	0.6335680258
1652	0.8397987646	0.6334129548
1653	0.8397987646	0.6333265245
1654	0.8397987646	0.6331815449
1655	0.8394740737	0.6331016913
1656	0.8394740737	0.6329409064
1657	0.8394740737	0.6327710597
1658	0.8394740737	0.6326884929
1659	0.8394740737	0.6325559813
1660	0.8398059894	0.6324271843
1661	0.8398059894	0.6323170259
1662	0.8398059894	0.6322054403
1663	0.8398059894	0.6320393592
1664	0.8398059894	0.6319158715
1665	0.8401307293	0.6318234333
1666	0.8398059894	0.6317205357
1667	0.8401307293	0.6316210276
1668	0.8401307293	0.6314940135
1669	0.8401307293	0.6312623848
1670	0.8401307293	0.6311629102
1671	0.8401307293	0.6310739779
1672	0.8404757732	0.6309593124
1673	0.8404757732	0.6308262547
1674	0.8404757732	0.6307029062
1675	0.8404757732	0.6306235681
1676	0.8401513219	0.6304855946
1677	0.8404773035	0.6303610058
1678	0.8404619663	0.6302337858
1679	0.8404619663	0.6300801128
1680	0.8404619663	0.6299695898
1681	0.8404619663	0.6298043425
1682	0.8404619663	0.6296446682
1683	0.8404619663	0.6294765486
1684	0.8404619663	0.6293871082
1685	0.8404619663	0.6292328258
1686	0.8404619663	0.6291168552
1687	0.8404619663	0.6290188056
1688	0.8404619663	0.6288704632
1689	0.8404619663	0.62876912
1690	0.8404619663	0.6286069207
1691	0.8404619663	0.6284852838
1692	0.8407862488	0.6283394988
1693	0.8410992776	0.6282503075
1694	0.8407862488	0.628081156
1695	0.8407862488	0.6279293285
1696	0.8407862488	0.6278138479
1697	0.8411121174	0.6276720052
1698	0.8411121174	0.6275718903
1699	0.8411121174	0.6274338468
1700	0.8414248988	0.6273467565
1701	0.8410992776	0.6270713819
1702	0.8410992776	0.6268624563
1703	0.8410992776	0.6267601396
1704	0.8410992776	0.6266388241
1705	0.8410992776	0.6265411585
1706	0.8407862488	0.6262653117
1707	0.8407862488	0.6261851816
1708	0.8407862488	0.6260741243
1709	0.8407862488	0.6259639666
1710	0.8407862488	0.6258543327
1711	0.8407862488	0.6257121386
1712	0.8408019927	0.6255306605
1713	0.8408019927	0.6254251276
1714	0.8408019927	0.6252783184
1715	0.8407862488	0.6251762822
1716	0.8407862488	0.6250507377
1717	0.8410992776	0.6249214614
1718	0.8410992776	0.6248351674
1719	0.8410992776	0.6247211776
1720	0.8410992776	0.624571298
1721	0.8410992776	0.6244584267
1722	0.8410992776	0.6243143293
1723	0.8407862488	0.6241869977
1724	0.8407862488	0.6240928631
1725	0.8407862488	0.6238706326
1726	0.8407862488	0.6237729678
1727	0.8407862488	0.6236077296
1728	0.8407862488	0.6235212704
1729	0.8407862488	0.6234103185
1730	0.8407862488	0.6233303569
1731	0.8407862488	0.6232130298
1732	0.8407862488	0.6230906223
1733	0.8407862488	0.6229674977
1734	0.8411121174	0.6228585668
1735	0.8414248988	0.6226991141
1736	0.8417492313	0.6225762444
1737	0.8417492313	0.6224768988
1738	0.8420621039	0.6223982403
1739	0.8417376022	0.6222972223
1740	0.8414248988	0.6221572372
1741	0.8414248988	0.6219965114
1742	0.8414248988	0.6218558029
1743	0.8420621039	0.6217703805
1744	0.842687619	0.6215586782
1745	0.8420621039	0.6214103437
1746	0.8426994538	0.6212110016
1747	0.8423864883	0.6210700913
1748	0.8426994538	0.620995081
1749	0.8430123436	0.6208960196
1750	0.8430123436	0.6208127834
1751	0.8430123436	0.6207235447
1752	0.8430123436	0.6205262131
1753	0.8430123436	0.6203527787
1754	0.8426994538	0.6202559493
1755	0.8426994538	0.6201714469
1756	0.8426800388	0.6200440273
1757	0.8430123436	0.6198970355
1758	0.8430123436	0.6197978681
1759	0.8429930704	0.619725162
1760	0.8429930704	0.6196269501
1761	0.8429930704	0.6195147167
1762	0.8429930704	0.6193390813
1763	0.8429930704	0.6191183782
1764	0.8429930704	0.6190266575
1765	0.8429930704	0.61895943
1766	0.8429930704	0.6188733111
1767	0.8429659901	0.6187617911
1768	0.8429659901	0.6186605114
1769	0.8432909074	0.6185137704
1770	0.8429659901	0.618384941
1771	0.8433178505	0.6182805393
1772	0.8429930704	0.6180825211
1773	0.8429930704	0.6179950248
1774	0.8429930704	0.6179282783
1775	0.8429930704	0.6178104187
1776	0.8429930704	0.6177495713
1777	0.8429930704	0.6176626523
1778	0.8429659901	0.6175722698
1779	0.8429930704	0.6174251511
1780	0.8429930704	0.6173139646
1781	0.8429930704	0.6171501859
1782	0.8429930704	0.6170474763
1783	0.8429930704	0.6169161216
1784	0.8429930704	0.6168058572
1785	0.8429930704	0.6166789982
1786	0.8433178505	0.6165224096
1787	0.8433178505	0.6164419904
1788	0.8433178505	0.6163531488
1789	0.8433178505	0.6161727652
1790	0.8433178505	0.6159643995
1791	0.8433178505	0.6158738741
1792	0.8433178505	0.6157303678
1793	0.8433178505	0.6156032671
1794	0.8433178505	0.6154894489
1795	0.8433178505	0.6153979967
1796	0.8433178505	0.6152247874
1797	0.8433178505	0.6150817205
1798	0.8433178505	0.6150021997
1799	0.8429930704	0.6149053699
1800	0.8433178505	0.6147873382
1801	0.8433178505	0.6146669948
1802	0.8436425163	0.6145726391
1803	0.8433178505	0.6144791552
1804	0.8436425163	0.6141867468
1805	0.8436425163	0.614109709
1806	0.8439558165	0.6140292839
1807	0.8439558165	0.6139174345
1808	0.8439558165	0.6138197319
1809	0.8439558165	0.613712383
1810	0.8439558165	0.6136004983
1811	0.8439558165	0.6134370793
1812	0.8439558165	0.6132988806
1813	0.8439558165	0.6132265197
1814	0.8439558165	0.6131476741
1815	0.8439558165	0.6130754976
1816	0.8439558165	0.6129521935
1817	0.8442690438	0.6128587121
1818	0.8442690438	0.6127892562
1819	0.8442690438	0.6126848994
1820	0.8442690438	0.6125554708
1821	0.8442690438	0.6124170616
1822	0.8442690438	0.61233095
1823	0.8442690438	0.6122131618
1824	0.8442690438	0.6120834769
1825	0.8442690438	0.6120025175
1826	0.8442690438	0.6118966497
1827	0.8442690438	0.6117348409
1828	0.8442690438	0.6116629035
1829	0.8442690438	0.611603396
1830	0.8442690438	0.611517387
1831	0.8442690438	0.6114146174
1832	0.8442690438	0.6112784868
1833	0.8442690438	0.6111593891
1834	0.8442690438	0.6110756808
1835	0.8442690438	0.6109735783
1836	0.8442690438	0.6108362876
1837	0.8442690438	0.6107269678
1838	0.8442690438	0.6106413228
1839	0.8445933274	0.6105431322
1840	0.8442690438	0.6103168383
1841	0.8442690438	0.6102235963
1842	0.8445933274	0.610121231
1843	0.8445933274	0.6100398873
1844	0.8442803444	0.6099326787
1845	0.8445933274	0.6097682835
1846	0.8445933274	0.6096376539
1847	0.8445933274	0.6095711701
1848	0.8445933274	0.609435169
1849	0.8445933274	0.6093368099
1850	0.8445933274	0.6092247236
1851	0.8445933274	0.6090921606
1852	0.8445933274	0.609011759
1853	0.8445933274	0.6088867624
1854	0.8445933274	0.6087119997
1855	0.8445933274	0.6086147156
1856	0.8445933274	0.6085050308
1857	0.8445933274	0.6084131638
1858	0.8445933274	0.6083236804
1859	0.8445933274	0.6081531536
1860	0.8445933274	0.6080141877
1861	0.8445933274	0.6079099764
1862	0.8445933274	0.6078119832
1863	0.8445933274	0.607731936
1864	0.8445933274	0.6076403677
1865	0.8445933274	0.6075305297
1866	0.8445933274	0.6074602588
1867	0.8445933274	0.607382028
1868	0.8445933274	0.6073075617
1869	0.8445933274	0.6071981144
1870	0.8445933274	0.6070919024
1871	0.8445933274	0.6070119389
1872	0.8445933274	0.6069414732
1873	0.8445933274	0.6068223947
1874	0.8445933274	0.6067247432
1875	0.8445933274	0.6066274297
1876	0.8446050689	0.6064829939
1877	0.8446050689	0.6064064141
1878	0.8446050689	0.6062744825
1879	0.8446050689	0.6061733876
1880	0.8449182243	0.6060876073
1881	0.8446050689	0.6059891204
1882	0.8449296815	0.6058189743
1883	0.8452430095	0.6057271733
1884	0.8449296815	0.6056088772
1885	0.8449296815	0.6055142522
1886	0.8452430095	0.6053519308
1887	0.8452430095	0.605273856
1888	0.8452430095	0.6051480574
1889	0.8452430095	0.605018903
1890	0.8449296815	0.6049048013
1891	0.8449296815	0.6048010013
1892	0.8449296815	0.6046990813
1893	0.8449296815	0.60451583
1894	0.8449296815	0.6043929888
1895	0.8446162817	0.6042387786
1896	0.8452629376	0.6041061724
1897	0.8452629376	0.6039778816
1898	0.8452629376	0.6038940801
1899	0.8449494895	0.603778896
1900	0.8452629376	0.6036847719
1901	0.8455874874	0.6036003897
1902	0.8455874874	0.6034523172
1903	0.8455874874	0.603375839
1904	0.8455874874	0.6032965034
1905	0.8455874874	0.6032052508
1906	0.8455874874	0.6031164555
1907	0.8455874874	0.6030544999
1908	0.8455874874	0.6029644342
1909	0.8452389159	0.6026604106
1910	0.8452389159	0.6025745959
1911	0.8452389159	0.6024263172
1912	0.8452389159	0.6021216828
1913	0.8452389159	0.6020130146
1914	0.8452389159	0.6019189824
1915	0.8452389159	0.6018244425
1916	0.845552417	0.6017309457
1917	0.845552417	0.6016517167
1918	0.845552417	0.6015555446
1919	0.8452389159	0.6014830099
1920	0.8452389159	0.6013513272
1921	0.8452389159	0.601259437
1922	0.8452389159	0.6011888637
1923	0.845552417	0.6011118478
1924	0.845552417	0.6010112918
1925	0.845552417	0.6008812351
1926	0.845552417	0.6007854517
1927	0.845534624	0.6007155395
1928	0.845534624	0.6006109404
1929	0.845552417	0.6005218771
1930	0.845552417	0.6004404495
1931	0.845534624	0.6003105918
1932	0.845534624	0.6002246438
1933	0.845534624	0.6001450144
1934	0.845534624	0.6000780434
1935	0.845534624	0.6000061501
1936	0.845534624	0.5998874546
1937	0.845534624	0.5997420937
1938	0.845534624	0.5996584053
1939	0.845534624	0.599575897
1940	0.845534624	0.5994336886
1941	0.845534624	0.5992891816
1942	0.845534624	0.5992184822
1943	0.845534624	0.5991191621
1944	0.845534624	0.5990162484
1945	0.845534624	0.5988892887
1946	0.845534624	0.5988005148
1947	0.845534624	0.5987210756
1948	0.845534624	0.5986142121
1949	0.845534624	0.59854995
1950	0.845534624	0.5984635147
1951	0.845534624	0.598363906
1952	0.845534624	0.5982683199
1953	0.845534624	0.5981192801
1954	0.845534624	0.5980157664
1955	0.845534624	0.5978840687
1956	0.845534624	0.5978098712
1957	0.8461839279	0.5977250752
1958	0.84585933	0.5975381521
1959	0.84585933	0.5974311401
1960	0.845534624	0.5972973111
1961	0.845534624	0.5971898827
1962	0.845534624	0.597076982
1963	0.845534624	0.5970136232
1964	0.845534624	0.5969076502
1965	0.845534624	0.5968210019
1966	0.845534624	0.5967327343
1967	0.845534624	0.5966637411
1968	0.845534624	0.5966039982
1969	0.845534624	0.5964997201
1970	0.84585933	0.5963927254
1971	0.84585933	0.5963267604
1972	0.84585933	0.596250014
1973	0.8461839279	0.5961714469
1974	0.8461839279	0.5961010187
1975	0.84585933	0.5960307221
1976	0.84585933	0.5959472581
1977	0.8461839279	0.5958590586
1978	0.8461839279	0.5957583796
1979	0.84585933	0.5956535519
1980	0.84585933	0.5955576279
1981	0.84585933	0.5954713588
1982	0.84585933	0.5953674643
1983	0.84585933	0.5952580681
1984	0.84585933	0.5951616798
1985	0.84585933	0.5950563032
1986	0.845534624	0.5949470323
1987	0.84585933	0.5948550262
1988	0.84585933	0.5947265703
1989	0.84585933	0.5946794092
1990	0.84585933	0.594593932
1991	0.84585933	0.5945077931
1992	0.84585933	0.5944004823
1993	0.84585933	0.5943357958
1994	0.84585933	0.5942233363
1995	0.84585933	0.594122013
1996	0.84585933	0.5940369697
1997	0.84585933	0.59394441
1998	0.84585933	0.5938400457
1999	0.84585933	0.5937790766
2000	0.84585933	0.5936654709
2001	0.84585933	0.5935350701
2002	0.84585933	0.5934468181
2003	0.84585933	0.5933816611
2004	0.84585933	0.5932563641
2005	0.8461839279	0.5931880782
2006	0.84585933	0.5930925699
2007	0.84585933	0.5930177687
2008	0.84585933	0.5928869173
2009	0.84585933	0.592794171
2010	0.8461839279	0.5927363075
2011	0.8461839279	0.5926632062
2012	0.8461839279	0.5925869001
2013	0.8461839279	0.5924768457
2014	0.8461839279	0.5923941714
2015	0.8461839279	0.5923292327
2016	0.8461839279	0.5922302114
2017	0.8461817607	0.5921082864
2018	0.8468328032	0.592011003
2019	0.8468328032	0.5919259781
2020	0.8468328032	0.5918231037
2021	0.8468328032	0.591720516
2022	0.8468328032	0.5916294715
2023	0.8471570825	0.5915552717
2024	0.8471570825	0.5914569682
2025	0.8471570825	0.5913716836
2026	0.8471570825	0.5912905155
2027	0.8471570825	0.5911684049
2028	0.8471570825	0.5910458647
2029	0.8471570825	0.5908984714
2030	0.8471570825	0.5908121173
2031	0.8471570825	0.5906876568
2032	0.8471570825	0.5906045321
2033	0.8471570825	0.5905335379
2034	0.8471570825	0.5904080514
2035	0.8471570825	0.5902516813
2036	0.8471570825	0.5900729276
2037	0.8471570825	0.589993096
2038	0.8471570825	0.5898834437
2039	0.8471570825	0.5897982575
2040	0.8471570825	0.5897070044
2041	0.8471570825	0.5895876755
2042	0.8471570825	0.5894993755
2043	0.8471570825	0.5894157298
2044	0.8471570825	0.5893061988
2045	0.8471570825	0.5891943973
2046	0.8471570825	0.5891187914
2047	0.8471570825	0.5890471678
2048	0.8471570825	0.5889875981
2049	0.8471570825	0.5888495015
2050	0.8471321442	0.5886351335
2051	0.8471321442	0.5885702501
2052	0.8471321442	0.5884811527
2053	0.8471321442	0.5884172448
2054	0.8471321442	0.5883469529
2055	0.8471075978	0.5882831032
2056	0.8471075978	0.588089763
2057	0.8471075978	0.5878504156
2058	0.8471075978	0.5877780457
2059	0.8471075978	0.5876344665
2060	0.8471075978	0.587542446
2061	0.8471075978	0.5873901152
2062	0.8471075978	0.5873197014
2063	0.8471075978	0.5872263918
2064	0.8471075978	0.5871237494
2065	0.8471075978	0.5870266568
2066	0.8471075978	0.5869415735
2067	0.8471075978	0.5867864541
2068	0.8471075978	0.5866539957
2069	0.8471075978	0.5865521738
2070	0.8471075978	0.5864773927
2071	0.8471075978	0.5863878185
2072	0.8471075978	0.5862461508
2073	0.8467809399	0.5861177417
2074	0.8467809399	0.5859535864
2075	0.8467809399	0.5858815849
2076	0.8467809399	0.5857767623
2077	0.8467809399	0.5856669338
2078	0.8467809399	0.585602027
2079	0.8467809399	0.5855398377
2080	0.8467809399	0.5854293415
2081	0.8467809399	0.5852604651
2082	0.8467809399	0.5851951345
2083	0.8467809399	0.5851308642
2084	0.8467809399	0.5850503225
2085	0.8467809399	0.5849627488
2086	0.8471216092	0.5848675171
2087	0.8471216092	0.5848079696
2088	0.8471216092	0.5847256374
2089	0.8471216092	0.5846426046
2090	0.8471216092	0.5844924319
2091	0.8471216092	0.5843967018
2092	0.8471216092	0.5842597813
2093	0.8467809399	0.5841786456
2094	0.8471075978	0.5840170861
2095	0.8467809399	0.5839478422
2096	0.8471075978	0.5838431347
2097	0.8471075978	0.5837771112
2098	0.8467809399	0.5836927176
2099	0.8471216092	0.5834879912
2100	0.8471216092	0.5833453257
2101	0.8471216092	0.5832537506
2102	0.8471216092	0.58317742
2103	0.8471216092	0.5831125652
2104	0.8471216092	0.5829989678
2105	0.8471216092	0.5829236942
2106	0.8474364123	0.5827862123
2107	0.8474364123	0.582709913
2108	0.8474364123	0.5826121818
2109	0.8474364123	0.5825424687
2110	0.8474364123	0.5824343987
2111	0.8474364123	0.5823375332
2112	0.8474364123	0.5821694807
2113	0.8474364123	0.5820971998
2114	0.8474364123	0.5820106987
2115	0.8477772431	0.5817337781
2116	0.8474623643	0.5816377381
2117	0.8474623643	0.5815490894
2118	0.8477772431	0.5814660012
2119	0.8477772431	0.5813316637
2120	0.8477772431	0.5812379146
2121	0.8477772431	0.581169142
2122	0.8474623643	0.5810420711
2123	0.8474623643	0.5809561485
2124	0.8477772431	0.5808586249
2125	0.8477772431	0.5807215904
2126	0.8477772431	0.5806457764
2127	0.8477772431	0.5805424329
2128	0.8477772431	0.5803808749
2129	0.8477772431	0.5802928861
2130	0.8477772431	0.5801591465
2131	0.8474623643	0.5800527904
2132	0.8477772431	0.5799631291
2133	0.8477772431	0.5798517352
2134	0.8477772431	0.5797896325
2135	0.8477772431	0.5796969263
2136	0.8477772431	0.5796515711
2137	0.8477772431	0.5795887588
2138	0.8477772431	0.5795249193
2139	0.8477772431	0.5794318995
2140	0.8477772431	0.5793174764
2141	0.8477772431	0.5791951114
2142	0.8477772431	0.5791318077
2143	0.848425961	0.5790268309
2144	0.848425961	0.5789307943
2145	0.848425961	0.5788774734
2146	0.848425961	0.5788045868
2147	0.848425961	0.578728517
2148	0.848425961	0.5786683644
2149	0.848425961	0.5785778991
2150	0.848425961	0.5784428288
2151	0.848425961	0.5783638727
2152	0.848425961	0.5782707027
2153	0.8487501692	0.5781656057
2154	0.8487501692	0.5780911537
2155	0.8487501692	0.5780109865
2156	0.8487501692	0.5779063824
2157	0.8487501692	0.5778042477
2158	0.848425961	0.577686927
2159	0.848425961	0.5775289464
2160	0.848425961	0.5774162439
2161	0.848425961	0.5773346314
2162	0.848425961	0.5772696022
2163	0.848425961	0.577191069
2164	0.848425961	0.577099943
2165	0.848425961	0.5769831265
2166	0.848425961	0.5768265928
2167	0.848425961	0.5767431253
2168	0.848425961	0.576672261
2169	0.848425961	0.5765885956
2170	0.848425961	0.5764873028
2171	0.848425961	0.5764095137
2172	0.848425961	0.5763354583
2173	0.848425961	0.5762408768
2174	0.848425961	0.5761125692
2175	0.848425961	0.5760051328
2176	0.848425961	0.5758376583
2177	0.848425961	0.5757450766
2178	0.848425961	0.5756731921
2179	0.848425961	0.5754130977
2180	0.848425961	0.5753534302
2181	0.848425961	0.5752371531
2182	0.848425961	0.5751117151
2183	0.848425961	0.5750370304
2184	0.848425961	0.5748215685
2185	0.848425961	0.5747487197
2186	0.848425961	0.5746386811
2187	0.848425961	0.5745522
2188	0.848425961	0.5744540615
2189	0.848425961	0.5743262006
2190	0.848425961	0.5742051819
2191	0.848425961	0.5741185458
2192	0.848425961	0.5740577819
2193	0.8487597061	0.573965437
2194	0.848425961	0.5738752264
2195	0.848425961	0.5737480857
2196	0.848425961	0.5736748157
2197	0.848425961	0.5736164682
2198	0.848425961	0.5735156364
2199	0.8490839615	0.5734469607
2200	0.8487597061	0.5733728445
2201	0.8487597061	0.5732105627
2202	0.8487597061	0.5731211942
2203	0.8487597061	0.5730477192
2204	0.8487597061	0.5729676427
2205	0.8487597061	0.5728454143
2206	0.848425961	0.5726780082
2207	0.848425961	0.5726186921
2208	0.8487501692	0.5725590938
2209	0.8487501692	0.5724963186
2210	0.8487501692	0.5724297101
2211	0.8487501692	0.5723398299
2212	0.848425961	0.5722217425
2213	0.848425961	0.5721382057
2214	0.848425961	0.5720652523
2215	0.848425961	0.5719464567
2216	0.848425961	0.571844923
2217	0.848425961	0.5717952314
2218	0.848425961	0.5717052098
2219	0.8487501692	0.5716457024
2220	0.8487501692	0.571582694
2221	0.8487501692	0.5715109366
2222	0.8487501692	0.5714487754
2223	0.8487501692	0.5713828971
2224	0.8487501692	0.5713056569
2225	0.849074278	0.5712267499
2226	0.849074278	0.5711096057
2227	0.849074278	0.570993821
2228	0.849074278	0.5708969554
2229	0.849074278	0.5707919848
2230	0.849074278	0.5707256653
2231	0.849074278	0.5706442803
2232	0.849074278	0.5705405989
2233	0.849074278	0.5704547511
2234	0.849074278	0.5703786438
2235	0.849074278	0.5703273296
2236	0.849074278	0.5702340907
2237	0.849074278	0.5701348751
2238	0.849074278	0.5700672016
2239	0.849074278	0.5699778457
2240	0.849074278	0.5699043318
2241	0.849074278	0.5697913432
2242	0.849074278	0.5697222157
2243	0.849074278	0.569663427
2244	0.849074278	0.5695926525
2245	0.849074278	0.569524717
2246	0.849074278	0.5694527143
2247	0.849074278	0.569371591
2248	0.849074278	0.5692411156
2249	0.849074278	0.5691497734
2250	0.849074278	0.5690686648
2251	0.849074278	0.5688841136
2252	0.849074278	0.5688185875
2253	0.8493982886	0.5687333155
2254	0.8493982886	0.568659173
2255	0.8493982886	0.568544118
2256	0.8493982886	0.5684890372
2257	0.8493982886	0.5683878349
2258	0.8493982886	0.5683172564
2259	0.8493982886	0.5682241629
2260	0.8493982886	0.5680566379
2261	0.8493982886	0.5678798364
2262	0.8493982886	0.5677820871
2263	0.8493982886	0.5677092177
2264	0.8493982886	0.5675884655
2265	0.8493982886	0.5674646554
2266	0.8493982886	0.5674039295
2267	0.8493982886	0.5673439606
2268	0.8493982886	0.5672624818
2269	0.8493982886	0.5672065528
2270	0.8497321754	0.5671221706
2271	0.8497321754	0.566943049
2272	0.8497321754	0.5668916668
2273	0.8493982886	0.5668110829
2274	0.8493982886	0.5667339462
2275	0.8493982886	0.5666736741
2276	0.8497321754	0.5666097506
2277	0.8497321754	0.5665590715
2278	0.8497321754	0.5664625003
2279	0.8497321754	0.5663782448
2280	0.8497321754	0.5663175859
2281	0.8497321754	0.566190733
2282	0.8497321754	0.5661177406
2283	0.8497321754	0.5660353212
2284	0.8497321754	0.5658794448
2285	0.8493982886	0.565798394
2286	0.8493982886	0.5656778267
2287	0.8493982886	0.5655884003
2288	0.8493982886	0.5654975656
2289	0.8497321754	0.5654322066
2290	0.8493982886	0.56532848
2291	0.8493982886	0.5652788078
2292	0.8497321754	0.5652122576
2293	0.8493982886	0.565144141
2294	0.8493982886	0.5650934887
2295	0.8493982886	0.5650391839
2296	0.8493982886	0.5649644441
2297	0.8493982886	0.5648487642
2298	0.8493982886	0.5647917419
2299	0.8493982886	0.5647301893
2300	0.8493982886	0.5646322893
2301	0.8493982886	0.5645582389
2302	0.8493982886	0.5645029573
2303	0.8493982886	0.564413558
2304	0.8493982886	0.5643238726
2305	0.8497321754	0.564257731
2306	0.8493982886	0.5641728335
2307	0.8493982886	0.5641124485
2308	0.8493982886	0.5640248215
2309	0.8493982886	0.5639055806
2310	0.8493982886	0.5638417762
2311	0.8497321754	0.5637520532
2312	0.8497321754	0.5636300572
2313	0.8497321754	0.5634838671
2314	0.8497321754	0.5634015302
2315	0.8500713201	0.5633450405
2316	0.8497321754	0.5632692555
2317	0.8497321754	0.5632050583
2318	0.8497321754	0.5630547209
2319	0.8497321754	0.5629926702
2320	0.8500713201	0.5628591024
2321	0.8497321754	0.5627977304
2322	0.8500713201	0.5627471155
2323	0.8500713201	0.5626570408
2324	0.8500713201	0.5625879395
2325	0.8500713201	0.5625122741
2326	0.8500713201	0.5624152398
2327	0.8500713201	0.5623483146
2328	0.8500713201	0.5623016418
2329	0.8500713201	0.5621996922
2330	0.8500713201	0.5621342606
2331	0.8500713201	0.5620546105
2332	0.8500713201	0.5619165821
2333	0.8500713201	0.5618359284
2334	0.8500713201	0.5617651061
2335	0.8500713201	0.5617026013
2336	0.8500713201	0.5616350612
2337	0.8500713201	0.5615560841
2338	0.8500713201	0.5614936364
2339	0.8500713201	0.5614200702
2340	0.8500713201	0.561319783
2341	0.8500713201	0.561238282
2342	0.8500713201	0.5611651411
2343	0.8500713201	0.5610824488
2344	0.8500713201	0.5610116162
2345	0.8500713201	0.5609471813
2346	0.8500713201	0.5608381816
2347	0.8500713201	0.560687172
2348	0.8500713201	0.5606144459
2349	0.850386825	0.5605435181
2350	0.8500713201	0.5604617754
2351	0.850386825	0.5603927852
2352	0.850386825	0.5603303955
2353	0.850386825	0.5602487736
2354	0.850386825	0.5601696157
2355	0.850386825	0.5600843533
2356	0.850386825	0.5599666142
2357	0.850386825	0.5599130754
2358	0.850386825	0.5598226691
2359	0.850386825	0.5597421394
2360	0.850386825	0.5596828886
2361	0.850386825	0.5595878075
2362	0.850386825	0.5595091451
2363	0.850386825	0.5594474908
2364	0.850386825	0.5593801936
2365	0.850386825	0.559297056
2366	0.850386825	0.5592238366
2367	0.850386825	0.5591634449
2368	0.850386825	0.5591176703
2369	0.850386825	0.5590339143
2370	0.850386825	0.558950479
2371	0.850386825	0.5588302338
2372	0.850386825	0.5587828557
2373	0.850386825	0.5587125259
2374	0.850386825	0.5586233601
2375	0.850386825	0.5585111042
2376	0.8507263192	0.5584151131
2377	0.850386825	0.5583337024
2378	0.850386825	0.5582868366
2379	0.850386825	0.5581957606
2380	0.8507263192	0.5581433714
2381	0.8507263192	0.5580364989
2382	0.8507263192	0.5579324201
2383	0.8507263192	0.5576961687
2384	0.8507263192	0.5576180939
2385	0.8507263192	0.5575098678
2386	0.8507263192	0.557410275
2387	0.8507263192	0.5573451179
2388	0.8507263192	0.5572472642
2389	0.8507263192	0.5571763205
2390	0.8507263192	0.55703611
2391	0.8507263192	0.5569528699
2392	0.8510502132	0.5568289329
2393	0.8510502132	0.5567531947
2394	0.8510502132	0.5567073593
2395	0.8510502132	0.556648105
2396	0.8510502132	0.5565845744
2397	0.8510502132	0.5565109838
2398	0.8510655338	0.5563728242
2399	0.8510655338	0.5562986738
2400	0.8510655338	0.5562333766
2401	0.8510655338	0.5561421045
2402	0.8510655338	0.5560890859
2403	0.8513893618	0.5559868415
2404	0.8510655338	0.555832666
2405	0.8513893618	0.5557832244
2406	0.8513893618	0.5557268302
2407	0.8513743958	0.5556742219
2408	0.8510503883	0.5555507907
2409	0.8513743958	0.5554762093
2410	0.8513743958	0.5554058742
2411	0.8513743958	0.5553370137
2412	0.8516983087	0.5552185325
2413	0.8516983087	0.555174141
2414	0.8516983087	0.5551177392
2415	0.8516983087	0.5550474631
2416	0.8516983087	0.5549735523
2417	0.8516983087	0.554895624
2418	0.8516983087	0.5548210424
2419	0.8516983087	0.5546825558
2420	0.8516983087	0.5545997491
2421	0.8516983087	0.5545473955
2422	0.8523602795	0.554488478
2423	0.8520221278	0.5544121138
2424	0.8520221278	0.5543438101
2425	0.8520221278	0.5542840876
2426	0.8516983087	0.5542207479
2427	0.8520221278	0.5541341811
2428	0.8523602795	0.5540687048
2429	0.8523448413	0.5539752667
2430	0.8523602795	0.5538639645
2431	0.8523602795	0.5537734476
2432	0.8526789019	0.5536958206
2433	0.8520067187	0.5536161666
2434	0.8523407793	0.5534323984
2435	0.8523407793	0.553364552
2436	0.8520067187	0.5532652338
2437	0.8520067187	0.5532005376
2438	0.8520067187	0.5531315023
2439	0.8520067187	0.5530622496
2440	0.8520067187	0.5529121939
2441	0.8523448413	0.552823336
2442	0.8523448413	0.552698685
2443	0.8523448413	0.5526211192
2444	0.8523448413	0.5525466902
2445	0.8520067187	0.552454747
2446	0.8523407793	0.5522615273
2447	0.8523407793	0.5522080282
2448	0.8523407793	0.5521238854
2449	0.8523407793	0.5519820154
2450	0.8520169428	0.5518938983
2451	0.8520169428	0.5518352001
2452	0.8523407793	0.5517890487
2453	0.8523407793	0.5516970888
2454	0.8523407793	0.5515985545
2455	0.8523407793	0.551549086
2456	0.8523407793	0.55145909
2457	0.8523407793	0.5513686789
2458	0.8523407793	0.5512591753
2459	0.8523407793	0.5511495867
2460	0.8523407793	0.5510697831
2461	0.8523407793	0.5510111194
2462	0.8523407793	0.5509425684
2463	0.8523407793	0.5508629743
2464	0.8523407793	0.5507983082
2465	0.8523407793	0.5507362246
2466	0.8523407793	0.5506878674
2467	0.8523407793	0.550623813
2468	0.8523407793	0.5505702368
2469	0.8526789019	0.5504844672
2470	0.8526789019	0.5504066663
2471	0.8526789019	0.5503171866
2472	0.8526789019	0.550262654
2473	0.8523407793	0.5501976919
2474	0.8526789019	0.5500883991
2475	0.8530023732	0.5500333596
2476	0.8530023732	0.5499693999
2477	0.8526645232	0.5499135812
2478	0.8526645232	0.5498095336
2479	0.8526645232	0.5497520324
2480	0.8526645232	0.5496886496
2481	0.8526645232	0.5496456217
2482	0.8526645232	0.5495325717
2483	0.8526645232	0.5494355331
2484	0.8526645232	0.5493454714
2485	0.8526645232	0.5492645039
2486	0.8526645232	0.5491644099
